Order_Id,User_Id,Brand_Id,Product_Id,Order Date ,Quantities Sold,Total Order Price
O46350,u6462,B1,P15,9/5/2020,5,$275.64
O46351,u23487,B1,P6,4/29/2020,2,$82.03
O46352,u27894,B1,P3,10/8/2020,13,$310.35
O46353,u1101,B1,P29,7/23/2020,5,$112.83
O46354,u38981,B1,P2,12/26/2020,9,$179.07
O46355,u15760,B1,P12,6/10/2020,1,$36.67
O46356,u30436,B1,P29,5/17/2020,10,$225.65
O46357,u33277,B1,P13,12/7/2020,3,$158.94
O46358,u39321,B1,P21,6/14/2020,10,$625.21
O46359,u46231,B1,P29,5/15/2020,11,$248.22
O46360,u36791,B1,P19,12/5/2020,14,$480.83
O46361,u1279,B1,P18,4/17/2020,11,$419.08
O46362,u14153,B1,P22,4/24/2020,1,$22.64
O46363,u25924,B1,P33,2/16/2020,7,$238.54
O46364,u4036,B1,P2,7/18/2020,14,$278.55
O46365,u37299,B1,P14,9/29/2020,14,$419.37
O46366,u15707,B1,P22,10/16/2020,14,$316.92
O46367,u12432,B1,P9,4/9/2020,7,$271.01
O46368,u7974,B1,P22,1/11/2020,11,$249.01
O46369,u15046,B1,P12,4/24/2020,4,$146.69
O46370,u34079,B1,P14,7/5/2020,1,$29.96
O46371,u5883,B1,P35,3/14/2020,9,$219.18
O46372,u4707,B1,P35,10/9/2020,2,$48.71
O46373,u10324,B1,P19,11/18/2020,7,$240.42
O46374,u43579,B1,P30,7/18/2020,15,$284.29
O46375,u40470,B1,P14,11/29/2020,15,$449.33
O46376,u15851,B1,P8,6/24/2020,4,$121.73
O46377,u6412,B1,P15,3/2/2020,14,$771.80
O46378,u10196,B1,P36,12/30/2020,11,$309.14
O46379,u28989,B1,P18,1/23/2020,4,$152.39
O46380,u38217,B1,P6,9/17/2020,7,$287.09
O46381,u10451,B1,P2,1/18/2020,4,$79.59
O46382,u48915,B1,P15,11/7/2020,3,$165.39
O46383,u20163,B1,P27,2/18/2020,7,$203.71
O46384,u5023,B1,P32,2/29/2020,5,$120.45
O46385,u25240,B1,P6,5/3/2020,5,$205.06
O46386,u2884,B1,P5,12/14/2020,5,$157.47
O46387,u45025,B1,P31,9/14/2020,12,$238.21
O46388,u28448,B1,P35,9/29/2020,13,$316.60
O46389,u38086,B1,P3,12/20/2020,12,$286.47
O46390,u1252,B1,P1,8/3/2020,15,$212.92
O46391,u9132,B1,P17,3/3/2020,12,$728.97
O46392,u32741,B1,P25,3/23/2020,6,$135.96
O46393,u44624,B1,P11,8/5/2020,8,$388.45
O46394,u38860,B1,P24,1/6/2020,5,$81.46
O46395,u31962,B1,P14,9/19/2020,14,$419.37
O46396,u42943,B1,P11,4/4/2020,7,$339.89
O46397,u20924,B1,P1,9/3/2020,11,$156.14
O46398,u8920,B1,P17,10/27/2020,2,$121.49
O46399,u43509,B1,P4,12/18/2020,15,$276.67
O46400,u26811,B1,P15,1/5/2020,5,$275.64
O46401,u41581,B1,P1,9/22/2020,12,$170.34
O46402,u9309,B1,P11,8/6/2020,15,$728.34
O46403,u20757,B1,P26,7/21/2020,6,$130.83
O46404,u46511,B1,P34,8/2/2020,8,$228.53
O46405,u15010,B1,P31,7/24/2020,6,$119.10
O46406,u34181,B1,P20,10/18/2020,6,$356.31
O46407,u33525,B1,P2,11/3/2020,3,$59.69
O46408,u12288,B1,P21,7/18/2020,14,$875.29
O46409,u19695,B1,P29,4/23/2020,7,$157.96
O46410,u5205,B1,P6,1/19/2020,4,$164.05
O46411,u19971,B1,P25,1/3/2020,13,$294.58
O46412,u42453,B1,P16,9/13/2020,1,$43.44
O46413,u26746,B1,P32,8/11/2020,15,$361.36
O46414,u40965,B1,P20,5/28/2020,15,$890.78
O46415,u26962,B1,P10,2/17/2020,10,$546.75
O46416,u22754,B1,P28,4/1/2020,10,$301.77
O46417,u34833,B1,P7,6/24/2020,8,$340.14
O46418,u8760,B1,P8,3/10/2020,8,$243.47
O46419,u29444,B1,P22,3/15/2020,7,$158.46
O46420,u23486,B1,P10,12/10/2020,5,$273.38
O46421,u23228,B1,P25,4/20/2020,13,$294.58
O46422,u399,B1,P34,3/12/2020,11,$314.24
O46423,u35995,B1,P19,8/29/2020,4,$137.38
O46424,u24529,B1,P12,10/24/2020,9,$330.04
O46425,u47577,B1,P29,12/11/2020,9,$203.09
O46426,u22449,B1,P2,11/24/2020,13,$258.65
O46427,u44796,B1,P22,8/22/2020,14,$316.92
O46428,u16932,B1,P6,4/25/2020,1,$41.01
O46429,u10800,B1,P16,1/22/2020,12,$521.28
O46430,u41814,B1,P28,4/22/2020,3,$90.53
O46431,u35417,B1,P16,4/5/2020,13,$564.72
O46432,u44607,B1,P19,5/26/2020,10,$343.45
O46433,u38500,B1,P18,8/27/2020,13,$495.27
O46434,u29560,B1,P5,10/15/2020,14,$440.93
O46435,u17010,B1,P32,12/30/2020,7,$168.63
O46436,u21245,B1,P26,3/19/2020,15,$327.07
O46437,u24216,B1,P21,5/2/2020,14,$875.29
O46438,u49441,B1,P21,12/10/2020,12,$750.25
O46439,u2768,B1,P3,9/1/2020,11,$262.60
O46440,u5661,B1,P17,8/9/2020,2,$121.49
O46441,u34921,B1,P13,11/18/2020,7,$370.86
O46442,u42707,B1,P12,3/9/2020,3,$110.01
O46443,u43852,B1,P11,10/12/2020,10,$485.56
O46444,u43436,B1,P16,7/15/2020,1,$43.44
O46445,u31268,B1,P33,8/23/2020,10,$340.78
O46446,u17486,B1,P9,3/21/2020,6,$232.29
O46447,u33362,B1,P34,6/19/2020,12,$342.80
O46448,u33920,B1,P20,11/8/2020,14,$831.40
O46449,u10266,B1,P32,8/6/2020,15,$361.36
O46450,u9257,B1,P34,12/2/2020,13,$371.37
O46451,u32393,B1,P23,1/21/2020,5,$94.77
O46452,u9489,B1,P4,8/5/2020,12,$221.33
O46453,u20292,B1,P14,2/22/2020,2,$59.91
O46454,u38768,B1,P3,7/31/2020,4,$95.49
O46455,u25737,B1,P7,12/23/2020,15,$637.76
O46456,u18248,B1,P13,2/29/2020,6,$317.88
O46457,u29677,B1,P28,6/12/2020,7,$211.24
O46458,u5113,B1,P32,8/17/2020,9,$216.81
O46459,u34374,B1,P12,10/16/2020,3,$110.01
O46460,u32312,B1,P12,4/6/2020,6,$220.03
O46461,u412,B1,P36,7/26/2020,11,$309.14
O46462,u14634,B1,P26,1/4/2020,7,$152.63
O46463,u45513,B1,P33,3/31/2020,6,$204.47
O46464,u11246,B1,P31,6/1/2020,5,$99.25
O46465,u27999,B1,P27,9/11/2020,4,$116.41
O46466,u10806,B1,P11,8/7/2020,6,$291.34
O46467,u18697,B1,P30,7/22/2020,8,$151.62
O46468,u34307,B1,P26,4/6/2020,5,$109.02
O46469,u6920,B1,P30,8/16/2020,6,$113.72
O46470,u36334,B1,P26,10/15/2020,8,$174.44
O46471,u38194,B1,P23,7/1/2020,5,$94.77
O46472,u25685,B1,P30,8/22/2020,1,$18.95
O46473,u18765,B1,P26,11/22/2020,15,$327.07
O46474,u26324,B1,P7,5/20/2020,7,$297.62
O46475,u7781,B1,P12,8/24/2020,14,$513.40
O46476,u34136,B1,P9,7/24/2020,15,$580.73
O46477,u16664,B1,P6,3/6/2020,2,$82.03
O46478,u551,B1,P23,8/5/2020,4,$75.81
O46479,u23891,B1,P10,9/13/2020,14,$765.45
O46480,u42110,B1,P22,11/13/2020,10,$226.37
O46481,u45338,B1,P8,3/17/2020,12,$365.20
O46482,u43646,B1,P7,8/24/2020,12,$510.21
O46483,u17040,B1,P1,11/7/2020,7,$99.36
O46484,u19735,B1,P10,3/22/2020,8,$437.40
O46485,u40837,B1,P34,10/16/2020,7,$199.97
O46486,u34289,B1,P25,1/15/2020,8,$181.28
O46487,u19503,B1,P12,3/10/2020,3,$110.01
O46488,u5917,B1,P16,8/12/2020,5,$217.20
O46489,u47813,B1,P14,8/29/2020,11,$329.51
O46490,u8407,B1,P30,1/3/2020,1,$18.95
O46491,u49255,B1,P1,5/30/2020,6,$85.17
O46492,u42160,B1,P20,4/3/2020,13,$772.01
O46493,u25040,B1,P5,6/20/2020,13,$409.43
O46494,u16806,B1,P5,1/24/2020,4,$125.98
O46495,u46345,B1,P1,5/30/2020,10,$141.95
O46496,u4736,B1,P10,1/16/2020,4,$218.70
O46497,u31838,B1,P31,8/19/2020,7,$138.95
O46498,u14651,B1,P14,11/14/2020,8,$239.64
O46499,u8090,B1,P19,12/12/2020,15,$515.18
O46500,u27333,B1,P15,4/5/2020,6,$330.77
O46501,u49008,B1,P32,9/6/2020,9,$216.81
O46502,u48800,B1,P16,10/3/2020,14,$608.16
O46503,u43729,B1,P24,4/5/2020,1,$16.29
O46504,u29427,B1,P25,5/7/2020,2,$45.32
O46505,u37969,B1,P16,6/27/2020,10,$434.40
O46506,u39110,B1,P9,6/14/2020,10,$387.15
O46507,u7501,B1,P23,5/5/2020,1,$18.95
O46508,u15255,B1,P19,11/28/2020,1,$34.35
O46509,u30878,B1,P16,1/1/2020,14,$608.16
O46510,u31519,B1,P13,6/21/2020,12,$635.76
O46511,u21527,B1,P13,8/10/2020,5,$264.90
O46512,u34529,B1,P17,12/7/2020,8,$485.98
O46513,u22696,B1,P26,2/14/2020,7,$152.63
O46514,u33965,B1,P25,7/19/2020,5,$113.30
O46515,u16312,B1,P12,11/17/2020,15,$550.07
O46516,u48760,B1,P4,8/2/2020,5,$92.22
O46517,u3390,B1,P6,12/5/2020,10,$410.13
O46518,u31024,B1,P26,5/24/2020,8,$174.44
O46519,u47199,B1,P35,11/26/2020,4,$97.41
O46520,u26464,B1,P21,5/16/2020,9,$562.69
O46521,u24783,B1,P13,10/10/2020,14,$741.73
O46522,u9515,B1,P16,9/7/2020,10,$434.40
O46523,u39706,B1,P19,2/16/2020,3,$103.04
O46524,u46376,B1,P22,9/18/2020,1,$22.64
O46525,u41889,B1,P5,9/30/2020,7,$220.46
O46526,u15265,B1,P27,11/5/2020,12,$349.22
O46527,u25305,B1,P31,1/23/2020,4,$79.40
O46528,u20320,B1,P36,4/25/2020,9,$252.93
O46529,u3036,B1,P13,6/16/2020,7,$370.86
O46530,u724,B1,P5,10/9/2020,15,$472.42
O46531,u1892,B1,P20,5/25/2020,4,$237.54
O46532,u6366,B1,P7,8/4/2020,10,$425.17
O46533,u36526,B1,P8,7/2/2020,15,$456.50
O46534,u14198,B1,P29,1/6/2020,2,$45.13
O46535,u40016,B1,P2,12/17/2020,7,$139.28
O46536,u18546,B1,P16,10/6/2020,9,$390.96
O46537,u44155,B1,P16,10/10/2020,12,$521.28
O46538,u24071,B1,P26,5/11/2020,10,$218.05
O46539,u6699,B1,P10,9/14/2020,2,$109.35
O46540,u1524,B1,P8,10/8/2020,5,$152.17
O46541,u13532,B1,P24,5/17/2020,3,$48.88
O46542,u15611,B1,P35,12/3/2020,11,$267.89
O46543,u43618,B1,P15,3/18/2020,7,$385.90
O46544,u27362,B1,P33,5/18/2020,15,$511.17
O46545,u1776,B1,P19,1/25/2020,15,$515.18
O46546,u43658,B1,P21,2/7/2020,9,$562.69
O46547,u15369,B1,P11,7/30/2020,2,$97.11
O46548,u36784,B1,P2,4/8/2020,12,$238.76
O46549,u22952,B1,P16,2/22/2020,5,$217.20
O46550,u21871,B1,P13,10/12/2020,14,$741.73
O46551,u36521,B1,P7,2/19/2020,3,$127.55
O46552,u39212,B1,P34,10/6/2020,2,$57.13
O46553,u40362,B1,P4,1/27/2020,11,$202.89
O46554,u28018,B1,P21,2/3/2020,13,$812.77
O46555,u43294,B1,P1,3/19/2020,14,$198.73
O46556,u4224,B1,P22,3/27/2020,14,$316.92
O46557,u22713,B1,P32,6/9/2020,1,$24.09
O46558,u5286,B1,P13,1/22/2020,13,$688.75
O46559,u46791,B1,P13,1/10/2020,2,$105.96
O46560,u22088,B1,P12,11/23/2020,8,$293.37
O46561,u20057,B1,P28,8/8/2020,13,$392.30
O46562,u41573,B1,P26,1/26/2020,6,$130.83
O46563,u39959,B1,P16,9/26/2020,1,$43.44
O46564,u32533,B1,P17,10/1/2020,6,$364.48
O46565,u1429,B3,P221,12/20/2020,7,$274.73
O46566,u12265,B3,P221,12/5/2020,6,$235.49
O46567,u29693,B3,P212,2/25/2020,5,$97.74
O46568,u19030,B3,P216,2/13/2020,4,$139.30
O46569,u21144,B3,P211,11/17/2020,7,$127.04
O46570,u27181,B3,P221,10/19/2020,12,$470.97
O46571,u28846,B3,P213,7/28/2020,13,$294.27
O46572,u40504,B3,P219,12/3/2020,8,$351.87
O46573,u44798,B3,P215,1/4/2020,1,$63.56
O46574,u28989,B3,P214,11/17/2020,11,$397.27
O46575,u20279,B3,P217,2/9/2020,7,$373.15
O46576,u23631,B3,P219,5/24/2020,12,$527.81
O46577,u19242,B3,P220,7/24/2020,8,$472.94
O46578,u48721,B3,P213,12/29/2020,12,$271.63
O46579,u46571,B3,P222,4/2/2020,4,$267.24
O46580,u16633,B3,P216,7/10/2020,12,$417.89
O46581,u12996,B3,P220,9/24/2020,3,$177.35
O46582,u33770,B3,P226,9/12/2020,11,$461.09
O46583,u34498,B3,P212,6/2/2020,7,$136.83
O46584,u9870,B3,P229,9/19/2020,1,$27.67
O46585,u34868,B3,P217,8/10/2020,4,$213.23
O46586,u25160,B3,P212,8/23/2020,7,$136.83
O46587,u32984,B3,P215,2/13/2020,4,$254.22
O46588,u9387,B3,P219,9/25/2020,15,$659.76
O46589,u8947,B3,P212,3/24/2020,10,$195.47
O46590,u23816,B3,P221,2/9/2020,12,$470.97
O46591,u26866,B3,P220,7/19/2020,7,$413.82
O46592,u7088,B3,P219,11/14/2020,7,$307.89
O46593,u43498,B3,P218,6/18/2020,12,$483.87
O46594,u51,B3,P214,8/24/2020,14,$505.62
O46595,u36523,B3,P212,9/22/2020,6,$117.28
O46596,u25217,B3,P228,10/10/2020,7,$322.84
O46597,u29837,B3,P219,4/15/2020,15,$659.76
O46598,u16570,B3,P224,9/18/2020,7,$356.32
O46599,u25182,B3,P229,9/8/2020,5,$138.35
O46600,u23428,B3,P213,12/24/2020,5,$113.18
O46601,u44764,B3,P228,4/9/2020,5,$230.60
O46602,u2897,B3,P224,1/11/2020,5,$254.51
O46603,u11550,B3,P222,12/8/2020,1,$66.81
O46604,u43885,B3,P222,7/10/2020,8,$534.49
O46605,u6775,B3,P211,4/13/2020,7,$127.04
O46606,u38339,B3,P227,2/13/2020,4,$218.58
O46607,u25307,B3,P229,1/1/2020,10,$276.70
O46608,u33560,B3,P221,6/27/2020,11,$431.73
O46609,u1925,B3,P225,1/25/2020,4,$220.88
O46610,u21342,B3,P215,3/26/2020,2,$127.11
O46611,u46950,B3,P212,1/7/2020,13,$254.11
O46612,u23165,B3,P225,5/13/2020,15,$828.30
O46613,u49974,B3,P222,9/20/2020,9,$601.30
O46614,u25405,B3,P220,4/24/2020,4,$236.47
O46615,u41513,B3,P214,3/6/2020,14,$505.62
O46616,u9014,B3,P227,7/11/2020,3,$163.93
O46617,u25223,B3,P223,2/27/2020,13,$745.30
O46618,u15620,B3,P225,3/15/2020,13,$717.86
O46619,u27733,B3,P228,3/22/2020,12,$553.44
O46620,u27510,B3,P222,11/7/2020,14,$935.35
O46621,u29328,B3,P223,4/23/2020,2,$114.66
O46622,u25301,B3,P218,9/11/2020,4,$161.29
O46623,u20413,B3,P213,6/30/2020,13,$294.27
O46624,u31935,B3,P225,10/29/2020,8,$441.76
O46625,u35283,B3,P219,2/25/2020,9,$395.86
O46626,u19217,B3,P216,3/28/2020,9,$313.41
O46627,u43910,B3,P223,8/22/2020,13,$745.30
O46628,u27732,B3,P214,12/24/2020,11,$397.27
O46629,u32782,B3,P211,8/21/2020,12,$217.78
O46630,u48465,B3,P229,5/11/2020,3,$83.01
O46631,u38966,B3,P212,9/18/2020,1,$19.55
O46632,u45590,B3,P215,8/11/2020,2,$127.11
O46633,u5173,B3,P223,4/30/2020,15,$859.96
O46634,u32182,B3,P226,12/7/2020,12,$503.01
O46635,u23394,B3,P229,4/30/2020,5,$138.35
O46636,u31283,B3,P225,2/13/2020,4,$220.88
O46637,u7373,B3,P215,9/23/2020,13,$826.22
O46638,u32953,B3,P225,6/27/2020,7,$386.54
O46639,u19586,B3,P211,7/6/2020,5,$90.74
O46640,u7436,B3,P226,2/21/2020,8,$335.34
O46641,u42263,B3,P213,5/4/2020,6,$135.82
O46642,u26045,B3,P215,7/23/2020,8,$508.44
O46643,u28183,B3,P213,1/8/2020,7,$158.45
O46644,u15194,B3,P216,11/25/2020,2,$69.65
O46645,u315,B3,P229,2/27/2020,1,$27.67
O46646,u47413,B3,P229,12/25/2020,10,$276.70
O46647,u7847,B3,P226,5/1/2020,13,$544.92
O46648,u23076,B3,P228,10/31/2020,2,$92.24
O46649,u33519,B3,P223,5/28/2020,12,$687.97
O46650,u41773,B3,P220,10/6/2020,13,$768.53
O46651,u15589,B3,P220,11/15/2020,10,$591.17
O46652,u46255,B3,P214,8/12/2020,5,$180.58
O46653,u30026,B3,P220,6/24/2020,9,$532.06
O46654,u20019,B3,P227,9/7/2020,6,$327.86
O46655,u20795,B3,P221,10/5/2020,1,$39.25
O46656,u1926,B3,P213,2/20/2020,3,$67.91
O46657,u40350,B3,P216,6/27/2020,4,$139.30
O46658,u24722,B3,P221,6/27/2020,2,$78.50
O46659,u28765,B3,P218,2/10/2020,5,$201.61
O46660,u35496,B3,P225,12/3/2020,11,$607.42
O46661,u29465,B3,P226,1/26/2020,13,$544.92
O46662,u43546,B3,P226,10/18/2020,10,$419.17
O46663,u36377,B3,P224,11/21/2020,10,$509.03
O46664,u37903,B3,P226,8/8/2020,14,$586.84
O46665,u41663,B3,P216,2/27/2020,8,$278.59
O46666,u3019,B3,P228,5/10/2020,1,$46.12
O46667,u43288,B3,P218,6/24/2020,5,$201.61
O46668,u36540,B3,P218,12/7/2020,6,$241.93
O46669,u16680,B3,P225,9/26/2020,9,$496.98
O46670,u19301,B3,P229,5/22/2020,6,$166.02
O46671,u6999,B3,P225,3/26/2020,3,$165.66
O46672,u30969,B3,P224,10/8/2020,10,$509.03
O46673,u36241,B3,P216,2/1/2020,8,$278.59
O46674,u28334,B3,P215,1/21/2020,13,$826.22
O46675,u9060,B3,P216,11/20/2020,2,$69.65
O46676,u9911,B3,P213,12/7/2020,15,$339.54
O46677,u9929,B3,P212,8/27/2020,8,$156.38
O46678,u15086,B3,P226,1/24/2020,7,$293.42
O46679,u42706,B3,P228,2/28/2020,7,$322.84
O46680,u27832,B3,P226,11/20/2020,3,$125.75
O46681,u28082,B3,P216,5/22/2020,9,$313.41
O46682,u10464,B3,P225,5/30/2020,11,$607.42
O46683,u39284,B3,P211,8/24/2020,14,$254.07
O46684,u37847,B3,P214,4/29/2020,13,$469.50
O46685,u17270,B3,P213,6/24/2020,4,$90.54
O46686,u24907,B3,P225,3/14/2020,15,$828.30
O46687,u22014,B3,P226,12/16/2020,7,$293.42
O46688,u22649,B3,P226,7/19/2020,4,$167.67
O46689,u30840,B3,P229,4/7/2020,12,$332.04
O46690,u39705,B3,P216,3/1/2020,3,$104.47
O46691,u10766,B3,P212,3/10/2020,2,$39.09
O46692,u36705,B3,P225,8/11/2020,8,$441.76
O46693,u43005,B3,P212,9/10/2020,5,$97.74
O46694,u30604,B3,P223,4/26/2020,2,$114.66
O46695,u880,B3,P227,11/25/2020,14,$765.01
O46696,u21026,B3,P216,9/24/2020,5,$174.12
O46697,u39985,B3,P212,8/25/2020,2,$39.09
O46698,u3430,B3,P222,9/4/2020,3,$200.43
O46699,u2309,B3,P221,3/12/2020,6,$235.49
O46700,u26525,B3,P214,5/24/2020,6,$216.69
O46701,u15846,B3,P225,7/19/2020,4,$220.88
O46702,u28119,B3,P229,7/5/2020,12,$332.04
O46703,u2830,B3,P221,1/9/2020,6,$235.49
O46704,u33152,B3,P211,11/21/2020,6,$108.89
O46705,u33827,B3,P229,10/26/2020,3,$83.01
O46706,u15830,B3,P216,1/26/2020,6,$208.94
O46707,u10455,B3,P213,6/9/2020,8,$181.09
O46708,u29811,B3,P220,10/17/2020,3,$177.35
O46709,u6205,B3,P226,2/28/2020,6,$251.50
O46710,u43578,B3,P218,12/14/2020,1,$40.32
O46711,u35754,B3,P217,6/5/2020,9,$479.77
O46712,u24384,B3,P215,1/13/2020,12,$762.66
O46713,u27037,B3,P211,3/13/2020,3,$54.44
O46714,u42269,B3,P217,7/10/2020,2,$106.61
O46715,u44330,B3,P220,11/13/2020,9,$532.06
O46716,u34119,B3,P212,9/24/2020,4,$78.19
O46717,u12475,B3,P213,8/6/2020,10,$226.36
O46718,u26893,B3,P222,12/27/2020,7,$467.68
O46719,u43367,B3,P212,4/29/2020,2,$39.09
O46720,u14096,B3,P211,12/18/2020,1,$18.15
O46721,u12787,B3,P214,10/7/2020,13,$469.50
O46722,u12184,B3,P217,9/15/2020,15,$799.61
O46723,u13850,B3,P218,9/13/2020,12,$483.87
O46724,u15508,B3,P223,12/21/2020,11,$630.64
O46725,u8690,B3,P216,1/24/2020,7,$243.77
O46726,u23082,B3,P212,3/31/2020,9,$175.92
O46727,u11849,B3,P222,3/5/2020,8,$534.49
O46728,u26126,B3,P214,2/6/2020,14,$505.62
O46729,u42155,B3,P226,10/25/2020,4,$167.67
O46730,u26990,B3,P216,8/16/2020,15,$522.36
O46731,u38053,B3,P224,7/7/2020,12,$610.83
O46732,u32428,B3,P213,11/29/2020,5,$113.18
O46733,u8457,B3,P214,6/21/2020,4,$144.46
O46734,u33988,B3,P211,10/21/2020,4,$72.59
O46735,u14679,B3,P214,7/24/2020,5,$180.58
O46736,u6627,B3,P218,7/25/2020,15,$604.84
O46737,u1918,B3,P216,1/2/2020,12,$417.89
O46738,u31921,B3,P213,4/28/2020,6,$135.82
O46739,u12798,B3,P219,8/23/2020,6,$263.91
O46740,u12114,B3,P228,6/9/2020,6,$276.72
O46741,u12521,B3,P218,1/2/2020,1,$40.32
O46742,u45609,B3,P221,5/18/2020,3,$117.74
O46743,u41151,B3,P225,9/25/2020,11,$607.42
O46744,u37648,B3,P224,6/19/2020,3,$152.71
O46745,u14373,B3,P228,11/25/2020,12,$553.44
O46746,u33270,B3,P212,3/16/2020,14,$273.66
O46747,u39614,B3,P211,5/23/2020,7,$127.04
O46748,u14069,B3,P216,5/30/2020,3,$104.47
O46749,u19868,B3,P218,7/10/2020,6,$241.93
O46750,u8728,B3,P219,1/9/2020,5,$219.92
O46751,u16605,B3,P212,12/8/2020,3,$58.64
O46752,u37271,B3,P220,7/8/2020,14,$827.64
O46753,u45308,B3,P211,6/27/2020,13,$235.93
O46754,u4951,B3,P224,12/21/2020,15,$763.54
O46755,u29933,B3,P227,10/26/2020,12,$655.73
O46756,u17680,B3,P222,7/28/2020,12,$801.73
O46757,u44734,B3,P225,11/10/2020,13,$717.86
O46758,u23028,B3,P224,11/8/2020,6,$305.42
O46759,u34860,B3,P215,11/22/2020,9,$572.00
O46760,u49617,B3,P229,6/28/2020,10,$276.70
O46761,u18775,B3,P211,5/6/2020,13,$235.93
O46762,u40851,B3,P224,5/15/2020,8,$407.22
O46763,u11474,B3,P221,2/8/2020,9,$353.23
O46764,u43562,B3,P213,11/26/2020,1,$22.64
O46765,u44414,B3,P214,5/8/2020,12,$433.39
O46766,u37407,B3,P219,9/23/2020,13,$571.79
O46767,u35865,B3,P223,2/25/2020,8,$458.65
O46768,u40542,B3,P214,1/31/2020,6,$216.69
O46769,u49775,B3,P217,6/10/2020,6,$319.84
O46770,u21900,B3,P213,4/24/2020,13,$294.27
O46771,u26044,B3,P222,10/31/2020,14,$935.35
O46772,u30693,B3,P227,10/13/2020,12,$655.73
O46773,u25237,B3,P223,3/10/2020,11,$630.64
O46774,u41671,B3,P217,12/11/2020,13,$693.00
O46775,u24081,B3,P221,2/22/2020,15,$588.72
O46776,u27343,B3,P226,3/20/2020,6,$251.50
O46777,u18505,B3,P219,10/2/2020,11,$483.83
O46778,u29317,B3,P218,1/7/2020,9,$362.90
O46779,u20497,B3,P229,8/12/2020,14,$387.38
O46780,u3902,B3,P224,6/12/2020,13,$661.73
O46781,u6615,B3,P223,6/11/2020,7,$401.32
O46782,u37311,B3,P227,5/11/2020,10,$546.44
O46783,u35595,B3,P212,2/3/2020,6,$117.28
O46784,u33306,B3,P223,11/21/2020,12,$687.97
O46785,u22290,B3,P225,3/3/2020,15,$828.30
O46786,u47960,B3,P223,4/3/2020,14,$802.63
O46787,u45128,B3,P222,11/20/2020,12,$801.73
O46788,u28793,B3,P215,7/30/2020,13,$826.22
O46789,u35522,B3,P223,10/14/2020,8,$458.65
O46790,u37554,B3,P212,7/12/2020,3,$58.64
O46791,u24466,B3,P216,3/17/2020,11,$383.06
O46792,u20394,B3,P219,1/1/2020,3,$131.95
O46793,u3841,B3,P224,6/1/2020,12,$610.83
O46794,u16254,B3,P228,11/3/2020,9,$415.08
O46795,u36237,B3,P222,11/26/2020,5,$334.05
O46796,u13662,B3,P218,1/29/2020,11,$443.55
O46797,u6306,B3,P212,4/17/2020,2,$39.09
O46798,u9385,B3,P220,9/20/2020,14,$827.64
O46799,u1337,B3,P211,10/9/2020,10,$181.48
O46800,u15912,B3,P217,11/22/2020,1,$53.31
O46801,u16960,B3,P218,11/17/2020,8,$322.58
O46802,u41609,B3,P213,12/10/2020,14,$316.91
O46803,u22145,B3,P214,2/24/2020,6,$216.69
O46804,u30491,B3,P226,4/19/2020,1,$41.92
O46805,u3203,B3,P228,12/1/2020,5,$230.60
O46806,u32733,B3,P216,12/5/2020,2,$69.65
O46807,u19790,B3,P217,1/11/2020,11,$586.38
O46808,u11475,B3,P216,6/1/2020,2,$69.65
O46809,u3341,B3,P227,8/18/2020,6,$327.86
O46810,u12797,B3,P219,11/24/2020,6,$263.91
O46811,u4406,B3,P218,9/25/2020,13,$524.19
O46812,u39582,B3,P220,4/21/2020,1,$59.12
O46813,u45451,B3,P226,5/21/2020,6,$251.50
O46814,u14524,B3,P218,3/30/2020,3,$120.97
O46815,u18470,B3,P212,1/7/2020,7,$136.83
O46816,u25069,B3,P218,11/4/2020,3,$120.97
O46817,u16584,B3,P228,1/20/2020,12,$553.44
O46818,u3225,B3,P225,7/18/2020,3,$165.66
O46819,u28468,B3,P227,7/10/2020,3,$163.93
O46820,u14897,B3,P212,12/22/2020,4,$78.19
O46821,u27368,B3,P213,9/25/2020,10,$226.36
O46822,u7787,B3,P224,3/11/2020,3,$152.71
O46823,u39485,B3,P213,10/2/2020,11,$249.00
O46824,u29568,B3,P213,11/30/2020,14,$316.91
O46825,u42063,B3,P214,10/10/2020,11,$397.27
O46826,u21550,B3,P212,4/15/2020,10,$195.47
O46827,u20555,B3,P223,1/7/2020,11,$630.64
O46828,u29683,B3,P222,12/18/2020,1,$66.81
O46829,u8291,B3,P212,8/26/2020,13,$254.11
O46830,u48509,B3,P213,12/3/2020,11,$249.00
O46831,u6082,B3,P228,5/18/2020,14,$645.68
O46832,u13487,B3,P227,10/15/2020,14,$765.01
O46833,u23782,B3,P227,11/27/2020,2,$109.29
O46834,u28579,B3,P215,5/31/2020,2,$127.11
O46835,u30022,B3,P228,4/5/2020,8,$368.96
O46836,u24453,B3,P219,11/6/2020,15,$659.76
O46837,u19758,B3,P220,5/15/2020,9,$532.06
O46838,u35443,B3,P214,4/28/2020,14,$505.62
O46839,u5112,B3,P216,3/17/2020,2,$69.65
O46840,u2321,B3,P214,10/10/2020,5,$180.58
O46841,u21848,B3,P221,9/23/2020,14,$549.47
O46842,u1902,B3,P227,5/17/2020,6,$327.86
O46843,u28932,B3,P222,4/19/2020,4,$267.24
O46844,u41879,B3,P228,1/4/2020,7,$322.84
O46845,u19802,B3,P221,10/28/2020,10,$392.48
O46846,u40559,B3,P213,6/20/2020,15,$339.54
O46847,u32295,B3,P227,10/15/2020,9,$491.79
